title,subtype,status,image,epCount,rating,synopsis,genre
Oh! Edo Rocket,TV,Finished,https://media.kitsu.io/anime/poster_images/1948/large.jpg?1408445350,26,73.17,"In Edo in the mid-1800's, fireworks maker Seikichi Tamaya and his friends struggle to live under the harsh morality laws imposed by the strict city councilor, which ban all luxuries, including fireworks. One day, a strange girl stops by Sekichi's shop with an equally strange request: she wants Sekichi to build a firework that can reach the moon.
(Source: ANN)","['comedy', 'sci-fi', 'historical', 'fantasy', 'drama']"
Gun x Sword,TV,Finished,https://media.kitsu.io/anime/poster_images/376/large.jpg?1597697886,26,73.16,"Van, a lanky and apathetic swordsman, is on a journey to kill the murderer of his fiancé. The only characteristic he has to go by is that the murderer has a claw for an arm, hence the murderer being referred to as The Claw Man. During his travels, Van happens to pass through the city of Evergreen, which is defending itself from bandits who aim to rob the city of its treasury. It is in this city that Van meets Wendy Garret, a timid young girl who is looking for her kidnapped brother. When the city pleads for Van's assistance to defend it, he refuses, claiming it has nothing to do with him and thus leaves the city on its own to deal with the peril. Soon after, Van comes across the raiding bandits himself and they eventually tick off the swordsman to a degree where he takes action against them for his own personal vendetta. Surprisingly, Van learns that the bandits had ties with The Claw Man, and in kidnapping Wendy's brother for a reason they did not disclose. After the bandits are dealt with easily, Van and, much to his chagrin, Wendy continue the journey in search of The Claw Man. Little do they know, however, that The Claw Man is involved with something more atrocious than either could fathom.

(Source: MAL Rewrite)","['sci-fi', 'mecha', 'drama', 'action', 'adventure']"
Tenchi Souzou Design-bu,TV,Finished,https://media.kitsu.io/anime/poster_images/43137/large.jpg?1611330634,12,73.16,"""In Heaven's Animal Design Department, designers create a variety of new animals daily while contending with the unreasonable requests of their client: God. This series answers questions such as, 'Why can’t unicorns exist?', 'What makes an animal taste delicious?', 'What’s the most powerful creature in the ocean?', and, 'Bird versus snake: who would win?'""

(Source: Kodansha Comics, edited)",['none']
Tiger Mask,TV,Finished,https://media.kitsu.io/anime/poster_images/2720/large.jpg?1408447522,105,73.16,"Tiger Mask (whose real name was Naoto Date) was a feared heel wrestler in America who was extremely vicious in the ring. However, he became a face after returning to Japan when a young boy said that he wanted to be a villain like Tiger Mask when he grew up. The boy resided in an orphanage, the same one that Tiger Mask grew up in during his childhood. Feeling that he did not want the boy to idolize a villain, Tiger was inspired to be a heroic wrestler.
The main antagonist in the manga and anime was Tiger's Cave, a mysterious organization that trained young people to be villainous heel wrestlers on the condition that they gave half of their earnings to the organization. Tiger Mask was once a member of Tiger's Cave under the name ""Yellow Devil"", but no longer wanted anything to do with them, instead donating his money to the orphanage. This infuriated the leader of the organization and he sent numerous assassins, including other professional wrestlers, to punish him.
(Source: Wikipedia)","['sports', 'drama', 'action']"
Tanoshii Muumin Ikka Bouken Nikki,TV,Finished,https://media.kitsu.io/anime/poster_images/4253/large.jpg?1597697925,26,73.16,"In the remote and mysterious Moomin Valley live the Moomin trolls, gentle and peaceful creatures. Young Moomin and his family experience many strange adventures, both magical and mundane. Based on the children's stories by Tove Jansson.
(Source: ANN)","['kids', 'fantasy', 'slice-of-life', 'adventure']"
Taisou Zamurai,TV,Finished,https://media.kitsu.io/anime/poster_images/43554/large.jpg?1602943827,11,73.15,"The story is set in the year 2002 in the once powerful Japanese men's gymnastics team. Shoutarou Aragaki, the former Japanese team member who devoted his life to gymnastics, is no longer able to compete to his expectations. Despite still training strenuously day after day, he is advised to retire by his coach Amakusa. However, a certain encounter alters Aragaki's fate. (Source: ANN)",['none']
Cybersix,TV,Finished,https://media.kitsu.io/anime/poster_images/2160/large.jpg?1443815981,13,73.14,"Anime based upon the original Argentine graphic novel series of the same name.
The story follows the titular character who is a genetically engineered super-soldier; one of the creations of Dr. Von Reichter's diabolic experiments. (The fictional) Von Reichter is actually a former Nazi who conducted horrendous experiments during the second world war. He flees to South America where he continues his experiments which culminate in the creation of the ""Cybers,"" one of which happens to be Cybersix. However, since the Cybers exhibit free will at an young age (an undesired trait), Von Reichter destroys all the Cybers to prevent a rebellion.
In the present day, Cybersix is one of the Cybers who managed to escape and is living a quiet life under the alias of ""Adrian Seidelman""; however, she finds out that her survival is dependent on a special substance that Von Reichter created and thus she is forced to hunt down the ""Technos,"" a newer generation of super-soldiers created by him, in order to survive. Unintentionally, in the process, Cybersix becomes a superhero protecting the world from Dr. Von Reichter's creations and his evil plans.","['sci-fi', 'romance', 'action', 'adventure']"
Kyoukai no Rinne 2nd Season,TV,Finished,https://media.kitsu.io/anime/poster_images/11366/large.jpg?1597697823,25,73.13,"As a child Sakura Mamiya mysteriously disappeared in the woods behind her grandma's home. She returned safe and sound, but since then she has had the power to see ghosts. Now a teenager, she just wishes the ghosts would leave her alone! At school, the desk next to Sakura's has been empty since the start of the school year, then one day her always-absent classmate shows up, and he's far more than what he seems!
(Source: MU)","['comedy', 'supernatural', 'school', 'romance']"
Gatchaman Crowds Insight,TV,Finished,https://media.kitsu.io/anime/poster_images/8180/large.jpg?1597697802,12,73.13,"A year has passed since the ""Tachikawa Incident"" in summer 2015. CROWDS, the system that turns the mentality of humans into physical form that Berg Katze gave to Rui Ninomiya after extracting his NOTE, has spread among the public. Prime Minister Sugayama backs the plan, but not everyone agrees with his policy. A mysterious organization attacks Sugayama's vehicle, marking the start of a series of new conflicts.
(Source: ANN)","['sci-fi', 'adventure']"
Kyouryuu Boukenki Jura Tripper,TV,Finished,https://media.kitsu.io/anime/poster_images/2257/large.jpg?1408446205,39,73.12,"On a school yachting trip, fifteen children of various ages are mysteriously transported to another world where dinosaurs still roam. While attempting to return home, they encounter talking dinosaurs, revolutionaries, pirates, a princess and primitive scientists. These unlikely allies help them escape from soldiers, bandits, vicious dinosaurs, and fanatical priests. Aggression between the two oldest boys leads to a split in ranks, and a sneaky double cross plot. Unlikely romances bloom in this tense atmosphere, and the group learns that each has strengths that can help them get home, if they work together. Losely based on the book Deux ans De Vacances, by Jules Verne from 1888.
(Source: ANN)","['sci-fi', 'fantasy', 'drama', 'adventure']"
Hal,movie,Finished,https://media.kitsu.io/anime/poster_images/7451/large.jpg?1597697807,1,73.12,"Kurumi is a beautiful young woman whose beloved boyfriend, Hal, died in a sudden airplane accident. Left heartbroken and gloomy, she isolates herself in a small house. But this soon comes to change when her grandfather requests the help of a humanoid robot named Q01.

Taking on the appearance of Hal, Q01 is sent to Kurumi's house in order to save her from her state of despair. As Hal returns day after day and increases his efforts, Kurumi, despite her initial reluctance, slowly begins to open up to him and break free from her depression. But there is more to Hal than meets the eye, and these two will soon learn an unexpected truth about this relationship between a human and an android.

(Source: MAL Rewrite)","['sci-fi', 'drama', 'romance']"
